Risk,Return,SharpeRatio,Weights_1,Weights_2,Weights_3,Weights_4,Weights_5,Weights_6,Weights_7,Weights_8,Weights_9,Weights_10,Weights_11,Weights_12
0.0132716046202546,0.000894850554770928,0.0297515308863497,0.0666322429612819,0.109777190693944,0.0773233625020177,0.105438369330032,0.113107743969064,0.0293744238532234,0.0101231334109063,0.18281799400924,0.0868114193987346,0.013394410374099,0.0373138803535044,0.167885829143952
0.012124810996441,0.000781795416780884,0.0232412213983047,0.0972276458018337,0.0817501586577187,0.112588673804565,0.109759208098318,0.0767553241848905,0.0985645010952582,0.0403461346745451,0.0307386638593753,0.0758765863308725,0.0471720436589784,0.11587975297041,0.113341306863234
0.0124613727736726,0.000859009644326238,0.0288097989560768,0.0675112397175973,0.0125458783777446,0.0441788375353541,0.0213113214877081,0.120226537531408,0.0801260448017108,0.156063717528032,0.152321673956442,0.123842472945239,0.147244390661918,0.0702605808313679,0.00436730462547796
0.0121809552788837,0.000828302220139003,0.0269520914101155,0.0389132374563483,0.0741964680881833,0.098878753297033,0.00674748611324178,0.0559855211659131,0.0661142594059819,0.126747910637311,0.140029996539669,0.143769716224624,0.114421399747807,0.0500319580507664,0.0841632932731216
0.0122990804432329,0.000728162630813549,0.0185511942837228,0.157759784517162,0.1222713201972,0.215733295644712,0.0805718290394434,0.0142432745980364,0.0771051571574845,0.185597399852239,0.00338723485866932,0.0576763967523753,0.0287786195358469,0.014141638718069,0.0427340491287623
0.0130268871102915,0.000885415405162625,0.0295861476267909,0.00429745453259333,0.0250483066149631,0.079980583512216,0.131075481477181,0.0931182109366561,0.0924766054278053,0.124548526753319,0.103582647205031,0.0502121014705206,0.0588294218080981,0.117159202769134,0.119671457492483
0.014128115508866,0.000937160565667818,0.0309425956627748,0.161871044773711,0.149344841965977,0.0362207062031876,0.076978109144504,0.0236995640115699,0.0173390287630478,0.0336678430966232,0.164835969860543,0.0498493700166365,0.132546663989813,0.110032193320922,0.0436146648534649
0.0114144972114309,0.000735014599215608,0.0205891328249006,0.119218957474424,0.0344119297524046,0.100693859515909,0.112390058494116,0.00692589481178858,0.130446195875894,0.10757783167011,0.0296109714714949,0.0786571363814942,0.0886076618641763,0.0663040557070565,0.125155446981132
0.0122676923826678,0.000828961538491387,0.0268152744811368,0.0197179097895126,0.0904047711570381,0.0409677125753983,0.0513846877417179,0.107687800294104,0.146201715203135,0.109659676706144,0.085280759766732,0.0725155582774,0.0158655992659648,0.148667544431309,0.111646264791544
0.011132199086678,0.000742350417440582,0.0217702194825643,0.0922686577096288,0.0177125718328183,0.0424417292391766,0.00517500872715127,0.14265504871088,0.127521019183841,0.158488344635462,0.0735141889231633,0.0872985943421936,0.0684698342793074,0.0300980855991696,0.154356916817208
0.01182703013361,0.000747542655955162,0.0209302464911877,0.0264095056324125,0.128497907174332,0.13626401379616,0.0610476230775806,0.0941203115735716,0.0785873528198948,0.00941312938315194,0.0536154567382226,0.142001883465151,0.147793646885033,0.119526193494923,0.00272297595956783
0.0112588134127638,0.000685483111319406,0.0164744813258144,0.0147954502916654,0.0344559311509415,0.0373357415061137,0.190972799632921,0.104240830613418,0.0212993028358327,0.0506021139607835,0.0513684698706083,0.201205120355196,0.242237070793461,0.032061099624265,0.0194260693647946
0.0131961096689535,0.000892282268717573,0.0297271149269467,0.0906621323467587,0.0296780895595998,0.0558911942354676,0.0818567746550486,0.139558437331847,0.107990362687327,0.0248732936554431,0.0926593783537869,0.0387628609778692,0.026483343369088,0.156981729712565,0.1546024031152
0.0120183453252974,0.00079482148208579,0.0245309544788351,0.0572470171565281,0.0878954524109844,0.0161258471355786,0.104505322823522,0.109051425918363,0.131676278190762,0.207385160396034,0.0836014411164641,0.041451516098393,0.0655800812984711,0.0843998778432073,0.0110805796116919
0.0118546713889459,0.000811003449267764,0.0262346748436878,0.100240527888165,0.0677604590691263,0.0588289036884813,0.0983484492091076,0.0683996999772351,0.128611086006831,0.0796379269151271,0.144146948322966,0.12077477759698,0.016564113931555,0.0534923987421771,0.0631947086522488
0.0117210887767576,0.000787774946937132,0.0245518955122819,0.00243723336431395,0.0732824047411774,0.0706659868233734,0.0536946162129078,0.125407133964518,0.12168379485645,0.105740555021042,0.082324755046719,0.114727071509037,0.071043276065486,0.112569452950315,0.0664237194446603
0.0128252460935162,0.000807176052143641,0.023950889511503,0.0201027943922364,0.111072561566785,0.172912732583947,0.117506963078661,0.139910486722708,0.0433245252024647,0.0875487998442578,0.0485003090534969,0.028673677709387,0.0971703401485438,0.0800215981803511,0.0532552115171611
0.0128786283068583,0.00087727617546361,0.029294748359396,0.0762238702511598,0.0531701233069192,0.0387615833284383,0.0810493456286986,0.131600995950139,0.0409085634437436,0.130358708400732,0.134515303903406,0.0902255246850418,0.0699692840022433,0.0620580012580037,0.0911586958414742
0.0128317772316033,0.0008043367820936,0.0237174302982795,0.150245661484632,0.0956581438339824,0.15205177145898,0.134781141539873,0.087855867899418,0.0381146239837657,0.122707126399318,0.0752629678210616,0.0512254524668229,0.0342425056508423,0.00758645183729295,0.0502682856240104
0.0122191108537534,0.000777069903940954,0.0226751281052373,0.0250142944552482,0.115312468041415,0.0339647445600828,0.151892909783835,0.11680009771551,0.0963359850136744,0.0292468304796182,0.0244743952851308,0.113624582291609,0.00659222892735594,0.157589655192923,0.129151808253597
0.0116497201620784,0.000765279669639993,0.0227713340706259,0.0178485208085987,0.0834711037327497,0.139325712650873,0.0621200965255577,0.0824659136158522,0.145341135104308,0.128411492568883,0.0952150474624743,0.0284593191409276,0.0684094315871062,0.0394663528939291,0.10946587390874
0.013347352448735,0.000849506092233478,0.0261854246807279,0.0818458903345719,0.134239863133765,0.130823033061084,0.136177304710004,0.0355230453321772,0.0871140795311264,0.0945777209436052,0.0677435092654613,0.00142808686793899,0.0912751477998963,0.126739270537901,0.0125130484824683
0.012666397494662,0.000842455573175429,0.02703654084121,0.099075709805123,0.0432930954921478,0.0538631695089953,0.140717126723562,0.0145124586283187,0.0995609291480777,0.0116584985245747,0.106319901099839,0.135453281632195,0.118489605178322,0.140066416727479,0.0369898075313645
0.0141886671410425,0.000973274474807523,0.0333558092598083,0.0703013034499099,0.00191859724279705,0.101480813212899,0.0832389575913154,0.0410359859428241,0.0250698383458326,0.102314420481739,0.14782303302107,0.0447824700265916,0.154140323208091,0.112782465807042,0.11511179166989
0.0111648998358122,0.000726371588267338,0.0202752905620554,0.045585029614487,0.032601312310819,0.116641470360459,0.0666630626419611,0.109118361676986,0.133902119620465,0.157089540333066,0.0648876649641641,0.0750023502804276,0.107491736926488,0.0308054449247619,0.0602119063459152
0.0125883834761286,0.00082088892746288,0.025490876415656,0.0172839479500651,0.0684416419737391,0.133152073105466,0.117153598519186,0.0936449748792745,0.0619053631966148,0.141906380127364,0.132525339787603,0.0807801885787081,0.0917305062677896,0.0132501889972054,0.0482257966169859
0.0133538168415866,0.000887074325372251,0.0289860442122299,0.00542712544570441,0.0543146162362315,0.0527275499264865,0.03845211880941,0.17447714818263,0.0875811595243062,0.113833250899268,0.0950960099948311,0.0341721872968112,0.133961935866649,0.164128102231728,0.0458287955859445
0.0125158376364605,0.000801110965845079,0.0240583950184762,0.172443808876842,0.0595632113438515,0.0522123631771538,0.146960672849713,0.0304210191591068,0.133080082123874,0.118257859048536,0.0401401979350542,0.0267316769458938,0.0798996360035967,0.12110730273097,0.0191821698054066
0.0138165703786769,0.000928851943325385,0.0310389576842623,0.1422344887524,0.118485424992771,0.0846501811102965,0.0691243530982608,0.103016361849664,0.0188212591075279,0.0256624801415434,0.115641434016114,0.0722241611899656,0.016176268964233,0.126118380413426,0.107845206363798
0.0130919933837583,0.000843994713431921,0.0262751976225924,0.0121091537768727,0.148503273311128,0.105029266489028,0.109028870840291,0.0418721519699147,0.0549103327469359,0.0502595138300311,0.0828823942551465,0.0241153151559864,0.131601312991875,0.119532096383307,0.120156318249482
0.0117247908987161,0.00076172413552179,0.0223222859821277,0.0830876476217643,0.0971732969128126,0.081415078729011,0.0249684480626128,0.0504521488940543,0.146256653324706,0.00654575039756135,0.0678560034675018,0.0240782878659197,0.154154937447725,0.114771511413848,0.149240235862483
0.0108280871217406,0.000699517505973127,0.0184259235938854,0.108105468428314,0.106798884995543,0.039684234879023,0.0514867698095655,0.0166832177431081,0.117510677457277,0.129949437946469,0.0407557765094878,0.137585709818973,0.0642680424393402,0.0525126988172861,0.134659081155613
0.0115132514242098,0.00076076614126989,0.0226492179890693,0.119317395697103,0.0225651378394544,0.0262230596195168,0.0592573378300457,0.0432607252965214,0.178130253453302,0.0617469043345363,0.16020287909605,0.00578122220937534,0.19880044385462,0.0117210358822461,0.112993604887229
0.0127165761550847,0.000824830799133872,0.0255438881639527,0.129595371874821,0.0455562830039482,0.0569734489439281,0.139929550479327,0.0262151050742747,0.00297709055379056,0.108634371110411,0.0426529166433528,0.130183367996783,0.116733972504771,0.0843266459320904,0.116221875882504
0.0120814066652898,0.000760004294771529,0.0215210283019881,0.0124303812817337,0.148721921872105,0.158816518170151,0.0158575792079031,0.062324748664398,0.0790851842806622,0.141343490228125,0.0678294346450678,0.00923443187941305,0.139026144059107,0.0340895211489114,0.131240644562423
0.0126302211850551,0.000811835058294398,0.0246895959877077,0.209842525148165,0.038115472440376,0.098389817701068,0.0354846908249395,0.157464933031747,0.0401171839665095,0.0206507637325938,0.0687038077942234,0.0704974962276783,0.1655378951641,0.0778972542520328,0.0172981597165659
0.0113794925461419,0.000712738589916235,0.018694910080886,0.140957369179918,0.0741605045581693,0.0426469633423881,0.0638193201306157,0.0846413022880451,0.101995912269408,0.148690576880552,0.0127306415553649,0.0412129740108529,0.13508600179676,0.0550222552867614,0.0990361787011644
0.0131816263664362,0.000869594469358665,0.0280386091279106,0.00891656426454361,0.127976392838426,0.108085925683755,0.0434039340521658,0.0209481300505623,0.00674586510047365,0.0992878954760351,0.0815427966624334,0.14757503921484,0.124804638838428,0.136767598773869,0.093945219044469
0.0127107163126726,0.000829003837561345,0.0258839729774574,0.0426413184992645,0.0966826917431562,0.12259820374034,0.0139846021459401,0.0607596227881667,0.00476630466109929,0.137190831696708,0.0452049389669691,0.119164029909163,0.140721019853376,0.102664842353864,0.113621593641952
0.011878807416547,0.000761771022178202,0.0220368100095267,0.0451232513623082,0.154617464734884,0.00520215349673643,0.0736591210697085,0.13543057467951,0.056187503069777,0.0581408621341972,0.111847784988607,0.0796553792593964,0.132236828058403,0.0432200902369623,0.10467898690951
0.0119970030807788,0.000765160823719875,0.0221022551994429,0.166644658130515,0.108362934348716,0.0773862362023158,0.160628192708903,0.00844236244669299,0.0797709902632928,0.059901152060255,0.0535535392728396,0.128190117874796,0.0282194882758438,0.0708324053027331,0.0580679231130972
0.0112847196470215,0.000705945198707278,0.0182499171578122,0.0822380372101948,0.171912245146838,0.0699035731083518,0.0859061149117603,0.0521787553312208,0.064785688471123,0.0501954921546873,0.0668084629348414,0.13993941686498,0.143684376736959,0.0526455938499712,0.0198022432790725
0.0129726860107669,0.000877281122419118,0.0290827298298892,0.116964781730561,0.0894128926058179,0.00979045141108748,0.0392105238879403,0.0998507118605933,0.0888685167879828,0.131056915973121,0.129952221776809,0.0212293380848301,0.0992785467853534,0.0970671803325699,0.0773179187633334
0.011761457566115,0.000761230103059006,0.0222106912846937,0.0120333021035045,0.118600625799118,0.0103579301503681,0.0923149040030776,0.126024027353607,0.0725436006607756,0.0585375102116681,0.0728108186535331,0.106011636276764,0.126869414624312,0.0973756927177332,0.106520537445539
0.0115719899521063,0.000763399532917956,0.0227618183223545,0.15220953345364,0.06305315985373,0.124057064554894,0.0606944562577367,0.106853832298777,0.138370136713313,0.0143279089348909,0.0750377837174181,0.0699946143992812,0.0326363407993507,0.0685511042763995,0.0942140647405685
0.012383938784462,0.000824553283096795,0.0262075974974947,0.027058775559459,0.117660068510188,0.0730672875257222,0.0951764126590546,0.118196922847533,0.131452116971214,0.110164887125928,0.128521262371964,0.0183806438888921,0.0711308071620278,0.0844840661909136,0.0247067491871038
0.0124010795697457,0.000837162018468492,0.0271881183063327,0.107913837596484,0.0621550256903015,0.138080546943158,0.0454635811730926,0.0584227625330274,0.0815057731747752,0.137814612863256,0.13251688137987,0.123570686966864,0.0148649325194242,0.0277766128672052,0.0699147462925418
0.0120888722448611,0.000791752513034411,0.0241339727250765,0.0592049911918866,0.12382806144807,0.140373807841952,0.0106974469524896,0.126059514706618,0.132113701862063,0.099560563555956,0.0490765412247389,0.0504304844545789,0.0115908379194033,0.122496125033685,0.0745679238085588
0.012354757967794,0.000772613185098444,0.0220654411692309,0.0366009387126146,0.0730819136999042,0.094643726906505,0.144956328074623,0.017084658704545,0.0945104716038387,0.151948571677964,0.00334684075946095,0.106523668308964,0.117821793946619,0.14336029171773,0.0161207958872308
0.0149268289466221,0.00098641191154694,0.032586419613056,0.138819073872476,0.0663504909252609,0.00713676277274262,0.174112721517671,0.0243744595223024,0.00685998230853178,0.105235897948013,0.111964569860526,0.0194861817924001,0.115882141240578,0.16117342246739,0.0686042957721079
0.0111029919205225,0.000701726471089404,0.0181686587303138,0.151762741074111,0.183516473795044,0.0098150186843968,0.0164284503448169,0.00460999988603882,0.0754777736727776,0.100080628832228,0.0728151902331764,0.163481666831472,0.0807907612717378,0.0311823701491326,0.110038925225069
0.012100602454313,0.000822197263712419,0.0266265473086077,0.0288625371073911,0.0519089746417982,0.127477215628944,0.0233317353633351,0.122140787023881,0.0937430441031232,0.0521460479112469,0.111651740379541,0.117698508640852,0.0905325038805883,0.0918977880056694,0.0886091173136292
0.0123076862855819,0.000779046616426278,0.0226725486782331,0.0418220301717758,0.0810037656771244,0.166729759727881,0.14315827991733,0.0359403516383862,0.128529363169039,0.138616831610592,0.0414744542258429,0.031399335541541,0.0699477304390951,0.0894909853012261,0.0318871125801657
